신청날짜,사업장,품목코드,품목,수량,단가,금액
2019-05-08,광주,MF9-521,방진마스크,45,7000 ,315000 
2019-12-03,광주,MF4-054,면장갑(10set),37,8000 ,296000 
2019-03-06,광주,MF1-857,ANGLE,13,32000 ,416000 
2019-11-14,광주,MF3-405,공업용장갑,45,6500 ,292500 
2019-08-12,광주,MF4-121,PRESS 타발유,16,5700000 ,91200000 
2019-05-19,광주,MF3-787,에어건,41,20000 ,820000 
2019-08-12,광주,MF7-509,BEARING,44,75000 ,3300000 
2019-04-11,광주,MF9-510,철직자,27,1000 ,27000 
2019-10-13,광주,MF2-562,HOLE CUTTER,48,15000 ,720000 
2019-04-01,광주,MF7-370,청소용구,24,8000 ,192000 
2019-01-07,광주,MF6-096,알코올,15,8000 ,120000 
2019-06-06,광주,MF6-013,절연판,14,45000 ,630000 
2019-09-14,광주,MF9-780,작업복,6,1300000 ,7800000 
2019-10-13,광주,MF2-484,OPP TAPE,49,26000 ,1274000 
2019-11-02,광주,MF4-246,면장갑(10set),22,8000 ,176000 
2019-07-07,광주,MF2-840,GAUGE,50,15000 ,750000 
2019-04-10,광주,MF8-059,DIAL GAUGE,41,130000 ,5330000 
2019-07-29,광주,MF3-693,NUT,50,15000 ,750000 
2019-09-05,광주,MF5-237,AIR CYLIDER 부품,49,45000 ,2205000 
2019-03-28,광주,MF7-820,구리스,9,330000 ,2970000 
2019-02-20,광주,MF3-173,전선(동력선),46,9500 ,437000 
2019-12-06,광주,MF6-721,드라이바,44,8000 ,352000 
2019-12-01,광주,MF9-283,전선(동력선),32,9500 ,304000 
2019-01-08,광주,MF8-840,배관자재,40,3000 ,120000 
2019-06-24,광주,MF7-521,황사마스크,29,8000 ,232000 
2019-06-12,광주,MF3-842,AIR CYLIDER 부품,29,45000 ,1305000 
2019-06-22,광주,MF3-377,FLEXIBLE(전선관),5,57000 ,285000 
2019-05-08,광주,MF1-946,스폰지,14,55000 ,770000 
2019-05-05,광주,MF6-864,오일주입기,9,33000 ,297000 
2019-04-12,광주,MF7-716,안전장비D,16,21000 ,336000 
2019-07-19,광주,MF3-341,AIR COUPLER,1,30000 ,30000 
2019-10-11,광주,MF3-557,철물,42,7000 ,294000 
2019-10-20,광주,MF6-357,C2H2(아세틸렌),50,14000 ,700000 
2019-03-22,광주,MF1-620,MOLD SPRING,26,30000 ,780000 
2019-02-11,광주,MF8-471,에어건,10,20000 ,200000 
2019-03-24,광주,MF4-374,마크펜,35,3000 ,105000 
2019-07-30,광주,MF9-833,OPP TAPE,37,26000 ,962000 
2019-03-02,광주,MF7-681,S45C(봉),26,45000 ,1170000 
2019-09-09,광주,MF8-871,일반마스크,45,6000 ,270000 
2019-02-25,광주,MF5-328,종이컵,26,6000 ,156000 
2019-08-30,광주,MF4-869,S45C(판재),50,200000 ,10000000 
2019-09-06,광주,MF8-614,ONE-TOUCH FITTING,22,59000 ,1298000 
2019-06-03,광주,MF8-940,PIPE PACKING PARTS,35,2300000 ,80500000 
2019-06-22,광주,MF9-604,LIMIT SWITCH,20,74000 ,1480000 
2019-11-05,광주,MF8-593,작업복A,21,45000 ,945000 
2019-01-22,광주,MF3-719,수용성세척액,29,30000 ,870000 
2019-04-03,광주,MF8-430,MOTOR,11,30000 ,330000 
2019-11-05,광주,MF1-501,PAPER BRSH,36,40000 ,1440000 
2019-10-19,광주,MF7-588,스치로폴,20,30000 ,600000 
2019-04-14,광주,MF4-148,END MILL,23,170000 ,3910000 
2019-03-03,광주,MF1-491,전산용품,17,55000 ,935000 
2019-08-29,광주,MF4-939,소모품,31,2200 ,68200 
2019-04-10,광주,MF9-132,윤활유,49,2000000 ,98000000 
2019-01-04,광주,MF1-177,PUSH BUTTON S/W,1,15000 ,15000 
2019-05-13,광주,MF6-227,커터기,42,7000 ,294000 
2019-01-29,광주,MF6-296,작업복B,10,33000 ,330000 
2019-02-21,광주,MF7-943,DRILL,13,15000 ,195000 
2019-09-22,광주,MF9-392,화장지,50,4700 ,235000 
2019-08-18,광주,MF5-077,ONE-TOUCH FITTING,32,59000 ,1888000 
2019-07-10,광주,MF4-494,지류,2,15000 ,30000 
2019-01-03,광주,MF3-927,파일/바인더류,38,2500 ,95000 
2019-04-20,광주,MF8-696,경유,8,80000 ,640000 
2019-07-08,광주,MF7-660,와샤,29,60000 ,1740000 
2019-08-18,광주,MF2-805,구리스,35,330000 ,11550000 
2019-05-25,광주,MF3-360,안전장비C,43,30000 ,1290000 
2019-11-22,광주,MF3-547,면장갑(10set),22,8000 ,176000 
2019-03-02,광주,MF5-200,PLUG,39,3000 ,117000 
2019-10-14,광주,MF9-419,백관,8,56000 ,448000 
2019-10-23,광주,MF5-653,청소용구A,4,13000 ,52000 
2019-03-09,광주,MF4-375,마크펜,33,3000 ,99000 
2019-03-21,광주,MF6-879,화장지,24,4700 ,112800 
2019-06-25,광주,MF7-462,청소용구A,19,13000 ,247000 
2019-05-26,광주,MF3-988,탄화수소세척액,10,33000 ,330000 
2019-12-05,광주,MF1-034,작업복,13,1300000 ,16900000 
2019-01-08,광주,MF2-202,스치로폴,18,30000 ,540000 
2019-08-29,광주,MF1-638,HOOK,19,170000 ,3230000 
2019-06-07,광주,MF8-397,GUIDE POST,18,340000 ,6120000 
2019-07-15,광주,MF5-766,청소용구D,49,41000 ,2009000 
2019-03-06,광주,MF5-041,붓,8,3000 ,24000 
2019-09-06,광주,MF9-403,의료품,46,2500000 ,115000000 
2019-08-25,광주,MF5-203,LM BEARING,18,24000 ,432000 
2019-07-18,광주,MF6-929,S45C(봉),34,45000 ,1530000 
2019-10-25,광주,MF4-504,안전장비C,45,30000 ,1350000 
2019-12-07,광주,MF8-652,GAUGE,5,15000 ,75000 
2019-03-19,광주,MF6-325,탄화수소세척액,12,33000 ,396000 
2019-04-26,광주,MF9-832,AIR COUPLER,16,30000 ,480000 
2019-12-05,광주,MF5-208,강관방청유(외측),24,860000 ,20640000 
2019-02-03,광주,MF7-228,DRILL,26,15000 ,390000 
2019-02-18,인천,MF3-385,윤활유,37,2000000 ,74000000 
2019-12-17,인천,MF4-447,작업용장갑,10,4000 ,40000 
2019-04-09,인천,MF4-714,안전장비E,11,50000 ,550000 
2019-02-11,인천,MF5-111,LPG가스,37,210000 ,7770000 
2019-03-12,인천,MF6-871,드라이바,17,8000 ,136000 
2019-06-23,인천,MF1-275,등산마스크,34,4000 ,136000 
2019-05-18,인천,MF3-334,철물,35,7000 ,245000 
2019-11-07,인천,MF4-031,기체질소,44,6800 ,299200 
2019-10-18,인천,MF7-790,BALL VALVE,31,25000 ,775000 
2019-04-27,인천,MF6-451,브레이크액,25,50000 ,1250000 
2019-09-19,인천,MF9-821,S45C(판재),43,200000 ,8600000 
2019-10-13,인천,MF2-249,INSERT TIP,12,30000 ,360000 
2019-12-22,인천,MF2-052,줄자,19,5000 ,95000 
2019-08-20,인천,MF8-234,BRUSH,46,3000 ,138000 
2019-10-12,인천,MF6-711,각관,10,230000 ,2300000 
2019-12-03,인천,MF6-060,MOTOR,40,30000 ,1200000 
2019-04-17,인천,MF4-949,PRESS 타발유,26,5700000 ,148200000 
2019-11-29,인천,MF8-929,PAINT,17,77000 ,1309000 
2019-08-07,인천,MF9-183,NUT,40,15000 ,600000 
2019-09-10,인천,MF7-264,GRIND STONE,26,240000 ,6240000 
2019-04-12,인천,MF3-196,NUT,21,15000 ,315000 
2019-04-05,인천,MF2-457,ANGLE,34,32000 ,1088000 
2019-04-21,인천,MF7-003,O-RING,8,46000 ,368000 
2019-05-22,인천,MF5-072,의료품,45,2500000 ,112500000 
2019-05-08,인천,MF2-678,안전장비B,15,25000 ,375000 
2019-04-14,인천,MF4-656,Pipe,13,530000 ,6890000 
2019-02-02,인천,MF6-947,DRILL,1,15000 ,15000 
2019-10-23,인천,MF4-433,작업복A,35,45000 ,1575000 
2019-02-19,인천,MF4-726,비닐,41,15500 ,635500 
2019-07-19,인천,MF7-382,OPP TAPE,49,26000 ,1274000 
2019-09-21,인천,MF4-866,FUSE,26,2000 ,52000 
2019-07-06,인천,MF7-581,안전장비,26,290000 ,7540000 
2019-02-22,인천,MF6-147,안전장비D,27,21000 ,567000 
2019-01-06,인천,MF5-207,의료품,40,2500000 ,100000000 
2019-04-26,인천,MF8-404,RELAY SWITCH,39,13000 ,507000 
2019-08-10,인천,MF6-490,MOTOR,30,30000 ,900000 
2019-06-05,인천,MF5-838,작업복,27,1300000 ,35100000 
2019-07-16,인천,MF2-264,철사,2,20000 ,40000 
2019-08-18,인천,MF6-699,각관,43,230000 ,9890000 
2019-11-04,인천,MF6-799,CABLE TIE,17,10000 ,170000 
2019-07-11,인천,MF7-695,GUIDE POST,40,340000 ,13600000 
2019-11-29,인천,MF8-279,오일주입기,26,33000 ,858000 
2019-12-29,인천,MF1-630,PRESS 타발유,34,5700000 ,193800000 
2019-06-10,인천,MF7-566,GRIND STONE,50,240000 ,12000000 
2019-06-16,인천,MF7-727,AIR CYLIDER 부품,14,45000 ,630000 
2019-05-15,인천,MF5-658,강관방청유(외측),2,860000 ,1720000 
2019-11-06,인천,MF3-634,황사마스크,29,8000 ,232000 
2019-02-14,인천,MF5-867,탄화수소세척액,20,33000 ,660000 
2019-03-14,인천,MF4-853,PLASMA W/D PARTS,9,5000 ,45000 
2019-05-16,인천,MF3-206,수용성세척액,42,30000 ,1260000 
2019-06-12,인천,MF2-984,철직자,19,1000 ,19000 
2019-06-07,인천,MF7-484,PACKING PARTS,49,260000 ,12740000 
2019-06-17,인천,MF5-436,NUT,19,15000 ,285000 
2019-06-24,인천,MF8-853,붕산,29,7000 ,203000 
2019-06-28,인천,MF1-668,BALL VALVE,4,25000 ,100000 
2019-08-03,인천,MF3-199,AL TAPE,33,15000 ,495000 
2019-11-04,인천,MF4-207,MOLD SPRING,25,30000 ,750000 
2019-12-16,인천,MF8-790,지류,27,15000 ,405000 
2019-08-28,인천,MF5-408,공업용장갑,10,6500 ,65000 
2019-05-17,인천,MF1-358,오일주입기,3,33000 ,99000 
2019-10-13,인천,MF6-402,PUSH BUTTON S/W,4,15000 ,60000 
2019-04-06,인천,MF2-005,NUT,39,15000 ,585000 
2019-03-08,인천,MF2-068,MOLD SPRING,7,30000 ,210000 
2019-11-29,인천,MF1-053,INSERT TIP,11,30000 ,330000 
2019-09-29,인천,MF8-230,S45C(판재),27,200000 ,5400000 
2019-10-20,인천,MF3-358,P/Z O-RING,20,38000 ,760000 
2019-03-27,인천,MF5-440,AIR CYLIDER 부품,14,45000 ,630000 
2019-02-01,인천,MF7-144,접착제,5,20000 ,100000 
2019-05-24,인천,MF5-242,PRESS 타발유,32,5700000 ,182400000 
2019-11-18,인천,MF4-943,PLASTIC BOX,36,20000 ,720000 
2019-09-01,인천,MF1-445,S45C(봉),41,45000 ,1845000 
2019-05-12,인천,MF1-813,PLASTIC BOX,2,20000 ,40000 
2019-06-24,인천,MF4-007,PRESS 타발유,4,5700000 ,22800000 
2019-03-25,인천,MF6-592,에어건,12,20000 ,240000 
2019-09-02,인천,MF1-875,안전장비C,45,30000 ,1350000 
2019-09-21,인천,MF9-628,Chain,31,34000 ,1054000 
2019-03-02,인천,MF7-144,접착제,13,20000 ,260000 
2019-03-06,인천,MF6-844,PAPER BRSH,4,40000 ,160000 
2019-09-02,인천,MF2-937,스치로폴,29,30000 ,870000 
2019-08-09,인천,MF2-486,기체질소,3,6800 ,20400 
2019-04-14,인천,MF4-846,LPG가스,28,210000 ,5880000 
2019-10-12,인천,MF5-689,등산마스크,12,4000 ,48000 
2019-02-06,인천,MF2-618,작업용장갑,28,4000 ,112000 
2019-01-13,인천,MF9-285,S45C(봉),50,45000 ,2250000 
2019-03-19,인천,MF1-469,청소용구B,37,22000 ,814000 
2019-10-09,인천,MF2-785,가공유,7,500000 ,3500000 
2019-07-16,인천,MF9-595,액체질소,48,2000 ,96000 
2019-01-12,인천,MF3-763,P/Z O-RING,32,38000 ,1216000 
2019-11-05,인천,MF8-394,스폰지,40,55000 ,2200000 
2019-08-08,인천,MF8-047,화장지,9,4700 ,42300 
2019-03-30,인천,MF8-695,HOOK,16,170000 ,2720000 
2019-04-29,인천,MF3-152,COUNTER DRILL,26,170000 ,4420000 
2019-04-25,인천,MF6-438,AIR MODULAR UNIT,26,78000 ,2028000 
2019-03-24,인천,MF8-708,드라이바,8,8000 ,64000 
2019-02-20,인천,MF2-716,탄화수소세척액,41,33000 ,1353000 
2019-10-12,인천,MF2-495,PACKING PARTS,49,260000 ,12740000 
2019-03-08,인천,MF5-947,오일주입기,49,33000 ,1617000 
2019-10-10,인천,MF3-103,등산마스크,11,4000 ,44000 
2019-11-09,인천,MF7-042,수용성세척액,28,30000 ,840000 
2019-09-27,인천,MF2-941,작업복A,33,45000 ,1485000 
2019-01-26,인천,MF8-065,MICRO METER,36,120000 ,4320000 
2019-11-09,인천,MF8-381,PLUG,33,3000 ,99000 
2019-08-17,인천,MF2-316,O-RING,34,46000 ,1564000 
2019-09-28,인천,MF6-855,와샤,1,60000 ,60000 
2019-08-01,인천,MF9-014,HOLE CUTTER,46,15000 ,690000 
2019-01-04,인천,MF4-319,용접장갑,4,38000 ,152000 
2019-10-13,인천,MF9-956,END MILL,38,170000 ,6460000 
2019-09-04,인천,MF3-392,MOLD SPRING,31,30000 ,930000 
2019-11-11,인천,MF3-709,청소용구E,36,52000 ,1872000 
2019-08-15,인천,MF4-455,청소용구C,36,35000 ,1260000 
2019-05-11,인천,MF1-053,BUTTOM DIE,44,42000 ,1848000 
2019-03-09,인천,MF4-372,RECEPTACLE,33,10000 ,330000 
2019-10-01,인천,MF5-568,청소용구,19,8000 ,152000 
2019-05-20,인천,MF3-227,와샤,16,60000 ,960000 
2019-04-26,인천,MF4-034,전산용품,32,55000 ,1760000 
2019-05-16,인천,MF6-096,붓,7,3000 ,21000 
2019-05-24,인천,MF9-013,HYDRAULIC HOSE,44,27000 ,1188000 
2019-12-16,인천,MF1-920,안전장비B,22,25000 ,550000 
2019-12-15,인천,MF3-453,안전장비E,4,50000 ,200000 
2019-01-14,인천,MF6-412,종이컵,18,6000 ,108000 
2019-08-09,인천,MF9-951,용접장갑,10,38000 ,380000 
2019-03-23,인천,MF5-220,HISS PIN,39,97000 ,3783000 
2019-10-22,인천,MF4-322,에어건,36,20000 ,720000 
2019-08-16,인천,MF9-073,PAINT,30,77000 ,2310000 
2019-10-11,인천,MF5-197,불화카리,36,83000 ,2988000 
2019-04-30,인천,MF6-962,DOWEL PIN,3,430000 ,1290000 
2019-09-26,인천,MF7-394,인쇄물,29,4700 ,136300 
2019-12-15,인천,MF8-420,오일주입기,47,33000 ,1551000 
2019-09-05,인천,MF9-757,기체질소,35,6800 ,238000 
2019-02-09,인천,MF1-039,HISS PIN,39,97000 ,3783000 
2019-08-17,인천,MF6-417,CABLE TIE,12,10000 ,120000 
2019-01-09,인천,MF3-896,GAUGE,48,15000 ,720000 
2019-12-13,인천,MF2-671,BEARING,45,75000 ,3375000 
2019-08-06,인천,MF1-057,RECEPTACLE,43,10000 ,430000 
2019-10-30,인천,MF6-348,배관자재,4,3000 ,12000 
2019-05-28,인천,MF2-992,청소용구,32,8000 ,256000 
2019-05-01,인천,MF4-360,GUIDE PIN,20,35000 ,700000 
2019-04-05,인천,MF6-653,배관자재,2,3000 ,6000 
2019-10-05,인천,MF4-896,의료품,35,2500000 ,87500000 
2019-11-30,인천,MF1-184,마크펜,27,3000 ,81000 
2019-01-22,인천,MF5-299,LOCATION PIN,3,790000 ,2370000 
2019-06-11,인천,MF7-923,파일/바인더류,18,2500 ,45000 
2019-12-14,인천,MF6-864,안전장비C,9,30000 ,270000 
2019-05-01,인천,MF2-002,Chain,48,34000 ,1632000 
2019-05-22,인천,MF1-773,PIPE PACKING PARTS,31,2300000 ,71300000 
2019-03-25,인천,MF1-241,AIR CYLIDER 부품,5,45000 ,225000 
2019-12-28,인천,MF6-726,GUIDE PIN,48,35000 ,1680000 
2019-04-13,인천,MF6-154,불화카리,10,83000 ,830000 
2019-11-27,인천,MF4-425,화장지,3,4700 ,14100 
2019-02-15,인천,MF6-432,오일주입기,20,33000 ,660000 
2019-04-05,인천,MF4-759,BRACKER SWITCH,10,10000 ,100000 
2019-11-01,인천,MF4-394,GUIDE POST,31,340000 ,10540000 
2019-03-16,인천,MF6-424,END MILL,49,170000 ,8330000 
2019-04-04,인천,MF6-716,INSULATION TAPE,43,27000 ,1161000 
2019-05-16,인천,MF2-025,COUNTER DRILL,38,170000 ,6460000 
2019-03-01,인천,MF2-400,DRILL,46,15000 ,690000 
2019-09-15,인천,MF9-976,전선(동력선),26,9500 ,247000 
2019-09-19,인천,MF9-111,지류,4,15000 ,60000 
2019-10-11,인천,MF5-347,철물,26,7000 ,182000 
2019-04-17,인천,MF5-304,불화카리,17,83000 ,1411000 
2019-01-01,인천,MF7-762,알코올,12,8000 ,96000 
2019-10-08,인천,MF1-790,면장갑,3,800 ,2400 
2019-05-30,인천,MF7-886,BEARING,31,75000 ,2325000 
2019-07-14,인천,MF9-135,붓,38,3000 ,114000 
2019-12-30,인천,MF9-358,O-RING,5,46000 ,230000 
2019-11-26,인천,MF7-617,AIR CYLINDER,26,56000 ,1456000 
2019-01-29,인천,MF3-583,가공유,29,500000 ,14500000 
2019-04-23,인천,MF5-816,AL TAPE,38,15000 ,570000 
2019-11-22,인천,MF7-898,드라이바,23,8000 ,184000 
2019-04-28,인천,MF4-768,S45C(판재),31,200000 ,6200000 
2019-10-02,인천,MF9-255,LM BEARING,23,24000 ,552000 
2019-02-11,인천,MF6-687,HYDRAULIC HOSE,6,27000 ,162000 
2019-01-03,인천,MF7-648,브레이크액,50,50000 ,2500000 
2019-06-16,인천,MF3-927,작업복,4,1300000 ,5200000 
2019-10-24,인천,MF1-918,BUTTOM DIE,9,42000 ,378000 
2019-05-26,인천,MF3-454,작업용장갑,11,4000 ,44000 
2019-09-26,인천,MF7-839,경유,22,80000 ,1760000 
2019-01-19,인천,MF5-466,POWER SUPPLY,42,60000 ,2520000 
2019-10-29,인천,MF4-510,드라이바,37,8000 ,296000 
2019-06-03,인천,MF8-521,등산마스크,47,4000 ,188000 
2019-03-03,인천,MF3-486,강관방청유(외측),2,860000 ,1720000 
2019-01-22,인천,MF6-057,HYDRAULIC HOSE,35,27000 ,945000 
2019-10-16,인천,MF2-337,PILOT PUNCH,25,380000 ,9500000 
2019-10-12,인천,MF2-801,안전장비B,15,25000 ,375000 
2019-04-25,인천,MF2-861,BOLT,25,3000 ,75000 
2019-10-07,인천,MF5-141,DRAWING OIL,49,67000 ,3283000 
2019-12-16,인천,MF3-270,작업복A,43,45000 ,1935000 
2019-09-14,인천,MF6-558,AIR COUPLER,49,30000 ,1470000 
2019-07-14,인천,MF6-446,청소용구E,3,52000 ,156000 
2019-05-21,인천,MF5-307,백관,34,56000 ,1904000 
2019-05-22,인천,MF9-716,LIFTER PIN SET,42,180000 ,7560000 
2019-11-05,인천,MF5-004,PLUG,38,3000 ,114000 
2019-12-03,인천,MF8-724,철물,48,7000 ,336000 
2019-04-06,인천,MF1-673,PAPER BRSH,3,40000 ,120000 
2019-02-04,인천,MF1-798,INSERT TIP,3,30000 ,90000 
2019-12-04,인천,MF5-656,마크펜,41,3000 ,123000 
2019-05-07,인천,MF3-327,비닐,22,15500 ,341000 
2019-01-04,인천,MF2-590,COIL SPRING,41,200000 ,8200000 
2019-05-16,인천,MF4-213,AIR MODULAR UNIT,6,78000 ,468000 
2019-01-15,인천,MF1-170,BITE,23,86000 ,1978000 
2019-10-06,인천,MF7-167,AIR CYLIDER 부품,40,45000 ,1800000 
2019-12-13,인천,MF4-494,CABLE TIE,38,10000 ,380000 
2019-05-30,인천,MF8-214,BRACKER SWITCH,11,10000 ,110000 
2019-01-11,인천,MF4-408,건전지,25,2400 ,60000 
2019-10-26,인천,MF6-203,PACKING PARTS,18,260000 ,4680000 
2019-04-17,인천,MF9-095,백관,22,56000 ,1232000 
2019-10-19,인천,MF7-016,전산용품,21,55000 ,1155000 
2019-03-11,인천,MF1-746,CABLE TIE,12,10000 ,120000 
2019-09-18,인천,MF6-144,MOLD SPRING,13,30000 ,390000 
2019-02-20,인천,MF6-400,BRACKER SWITCH,40,10000 ,400000 
2019-05-03,인천,MF2-015,INSERT TIP,26,30000 ,780000 
2019-05-09,인천,MF2-554,AIR CYLIDER 부품,47,45000 ,2115000 
2019-07-20,인천,MF9-837,AIR CYLIDER 부품,20,45000 ,900000 
2019-04-15,인천,MF2-487,강관조관유,44,330000 ,14520000 
2019-08-05,인천,MF2-640,커터기,24,7000 ,168000 
2019-02-09,인천,MF4-961,가공유,44,500000 ,22000000 
2019-08-29,인천,MF1-144,줄자,24,5000 ,120000 
2019-02-06,인천,MF3-566,수용성세척액,23,30000 ,690000 
2019-10-08,인천,MF9-022,기체질소,28,6800 ,190400 
2019-04-27,인천,MF8-553,안전장비C,37,30000 ,1110000 
2019-07-16,인천,MF8-745,불화카리,45,83000 ,3735000 
2019-12-03,인천,MF5-883,절연판,6,45000 ,270000 
2019-09-29,인천,MF7-804,기체질소,17,6800 ,115600 
2019-09-07,인천,MF1-848,접착제,36,20000 ,720000 
2019-09-03,인천,MF9-512,강관방청유(내측),28,540000 ,15120000 
2019-09-29,인천,MF1-241,AIR BOX,43,220000 ,9460000 
2019-01-10,인천,MF1-653,PHOTO SENSOR,1,600000 ,600000 
2019-10-20,인천,MF6-177,NUT,43,15000 ,645000 
2019-12-25,인천,MF5-796,NUT,3,15000 ,45000 
2019-03-26,인천,MF7-038,면장갑,32,800 ,25600 
2019-08-02,인천,MF4-989,BALL VALVE,39,25000 ,975000 
2019-05-12,인천,MF5-037,마크펜,36,3000 ,108000 
2019-10-10,인천,MF2-853,HOLE CUTTER,33,15000 ,495000 
2019-05-04,인천,MF2-388,GRIND STONE,3,240000 ,720000 
2019-09-27,인천,MF8-644,INSULATION TAPE,36,27000 ,972000 
2019-09-03,인천,MF4-620,MOTOR,15,30000 ,450000 
2019-01-20,인천,MF4-118,오일주입기,2,33000 ,66000 
2019-12-04,인천,MF2-868,안전장비E,21,50000 ,1050000 
2019-10-12,인천,MF2-252,줄자,44,5000 ,220000 
2019-06-12,인천,MF6-672,CABLE TIE,33,10000 ,330000 
2019-06-02,인천,MF4-792,BUTTOM DIE,31,42000 ,1302000 
2019-08-26,인천,MF7-876,MICRO METER,44,120000 ,5280000 
2019-03-18,인천,MF5-878,LINE TAPE,29,30000 ,870000 
2019-09-24,인천,MF8-206,철물,8,7000 ,56000 
2019-11-15,인천,MF6-307,탄화수소세척액,7,33000 ,231000 
2019-07-22,인천,MF1-684,LOCATION PIN,48,790000 ,37920000 
2019-02-15,인천,MF1-462,AIR COUPLER,10,30000 ,300000 
2019-12-04,인천,MF6-612,LINE TAPE,22,30000 ,660000 
2019-01-24,인천,MF4-724,AIR COUPLER,45,30000 ,1350000 
2019-08-06,인천,MF5-192,PLUG,10,3000 ,30000 
2019-01-01,인천,MF7-708,AIR BOX,43,220000 ,9460000 
2019-06-04,인천,MF7-615,S45C(판재),49,200000 ,9800000 
2019-08-09,인천,MF4-134,등산마스크,30,4000 ,120000 
2019-05-22,인천,MF6-854,구리스,34,330000 ,11220000 
2019-11-07,인천,MF1-637,윤활유,10,2000000 ,20000000 
2019-09-08,인천,MF7-061,드라이바,38,8000 ,304000 
2019-03-26,인천,MF6-947,구리스,12,330000 ,3960000 
2019-11-02,인천,MF3-185,GUIDE BUSHING,3,25000 ,75000 
2019-07-14,인천,MF9-693,니쁠,42,5000 ,210000 
2019-03-12,인천,MF1-471,강관조관유,31,330000 ,10230000 
2019-07-09,인천,MF7-560,END MILL,46,170000 ,7820000 
2019-02-26,인천,MF6-497,일반마스크,16,6000 ,96000 
2019-05-28,인천,MF2-371,BALL RETAINERS,6,34000 ,204000 
2019-02-02,인천,MF5-189,절연판,28,45000 ,1260000 
2019-01-29,인천,MF6-623,INSULATION TAPE,20,27000 ,540000 
2019-07-28,인천,MF1-250,수용성세척액,17,30000 ,510000 
2019-10-15,인천,MF3-945,BEARING,34,75000 ,2550000 
2019-01-29,인천,MF5-789,DRAWING OIL,34,67000 ,2278000 
2019-01-14,인천,MF2-370,PUSH BUTTON S/W,40,15000 ,600000 
2019-10-29,인천,MF9-501,PAPER,37,39000 ,1443000 
2019-07-11,인천,MF9-021,GAUGE,8,15000 ,120000 
2019-10-10,인천,MF2-266,ELECTRIC TOOL,9,16000 ,144000 
2019-08-29,인천,MF3-014,MAGNET SWITCH,6,890000 ,5340000 
2019-08-06,인천,MF6-197,DRILL,28,15000 ,420000 
2019-02-01,인천,MF7-904,RECEPTACLE,47,10000 ,470000 
2019-01-20,인천,MF1-619,DRILL,3,15000 ,45000 
2019-07-07,인천,MF4-419,PLASMA W/D PARTS,1,5000 ,5000 
2019-08-15,인천,MF2-838,오일주입기,7,33000 ,231000 
2019-10-26,인천,MF7-853,마크펜,38,3000 ,114000 
2019-12-13,인천,MF3-726,목재,9,6700 ,60300 
2019-03-12,인천,MF3-450,면장갑(10set),6,8000 ,48000 
2019-11-28,인천,MF9-748,건전지,39,2400 ,93600 
2019-10-25,인천,MF9-630,청소용구B,49,22000 ,1078000 
2019-09-12,인천,MF2-039,기체질소,45,6800 ,306000 
2019-07-19,인천,MF3-157,GAUGE,34,15000 ,510000 
2019-11-03,인천,MF6-806,실리콘,23,150000 ,3450000 
2019-01-05,인천,MF7-235,백관,6,56000 ,336000 
2019-11-26,인천,MF9-539,경유,34,80000 ,2720000 
2019-01-23,인천,MF9-330,황사마스크,50,8000 ,400000 
2019-10-10,인천,MF8-729,배관자재,7,3000 ,21000 
2019-10-11,인천,MF4-231,LIMIT SWITCH,5,74000 ,370000 
2019-03-28,인천,MF4-871,탄화수소세척액,7,33000 ,231000 
2019-02-12,인천,MF4-110,액체알곤,28,9000 ,252000 
2019-09-28,인천,MF4-922,각관,12,230000 ,2760000 
2019-08-23,인천,MF6-791,청소용구C,7,35000 ,245000 
2019-03-19,인천,MF2-754,NUT,16,15000 ,240000 
2019-10-14,인천,MF8-309,ANGLE,20,32000 ,640000 
2019-08-15,인천,MF2-085,S45C(판재),6,200000 ,1200000 
2019-07-09,인천,MF6-753,안전장비C,19,30000 ,570000 
2019-07-15,인천,MF1-282,수용성세척액,9,30000 ,270000 
2019-06-06,인천,MF2-247,각관,17,230000 ,3910000 
2019-05-12,인천,MF1-968,안전장비C,24,30000 ,720000 
2019-03-28,인천,MF7-875,청소용구E,40,52000 ,2080000 
2019-04-15,인천,MF4-973,각관,1,230000 ,230000 
2019-06-20,인천,MF5-821,알코올,2,8000 ,16000 
2019-05-22,인천,MF1-352,HISS PIN,19,97000 ,1843000 
2019-02-18,인천,MF6-087,DRILL,38,15000 ,570000 
2019-04-09,인천,MF9-458,청소용구C,21,35000 ,735000 
2019-08-20,인천,MF5-027,작업복B,10,33000 ,330000 
2019-09-02,인천,MF8-950,면장갑(10set),42,8000 ,336000 
2019-04-03,인천,MF1-975,FLEXIBLE(전선관),41,57000 ,2337000 
2019-06-15,인천,MF5-738,액체질소,41,2000 ,82000 
2019-11-28,인천,MF6-589,스치로폴,28,30000 ,840000 
